id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
NCF_227_R2256_imp_ch_flt1-45_flt50_rejectedarte_ICA_prep_rf_int,6.33700943,6.518125057,5.068742752,3.632065535,9.638669014,10.9805584,10.16553116,4.384670258,7.825563908,15.55986595,18.65078735,9.97284317,4.367059708,21.09254074,25.96496582,23.90847015,4.424555302,19.09861374,40.59220886,40.1775589,17.3489418,17.66149139,47.49315643,76.98483276,46.40543747,12.28610039,71.8249588,28.32959175,16.49633789,14.68692017,4.843423367,7.300181389,8.115005493,5.049050331,5.766412258,9.72682476,11.90176487,10.11384773,12.6395731,16.48239326,13.98545074,11.99419689,24.02457237,29.18639565,11.45142269,34.31726837,44.60184479,37.84572601,33.15493774,64.59705353,63.0981636,30.46485138,33.53369904,63.59234619,33.6183548,33.28358841,3.797002792,4.448107719,6.920378208,6.736766338,33.22794724,32.99329376
NCF_228_R2256_imp_ch_flt1-45_flt50_rejectedarte_rch_ICA_prep_rf_int,2.405610323,2.118739605,1.965298533,1.842783093,2.269636393,3.103454113,2.564512491,1.450318336,1.792478919,1.963849306,2.713354826,1.35041523,1.697845101,1.927387238,2.599812746,3.106264353,1.082592487,1.073221087,2.067882299,4.197619438,1.896197081,2.478578091,4.904680252,6.582862377,6.204827309,2.505181551,8.632344246,5.566594601,4.405047417,6.22479248,1.839970827,2.416526079,2.265696049,1.690659761,2.223700762,2.351447344,2.65340519,1.847468257,1.967898965,2.986683846,2.177438974,1.012453556,1.935770512,2.739752769,1.577639103,2.070804358,3.707500458,3.888241053,2.947286367,4.902697086,6.137999535,4.940672874,6.214182377,6.259229183,7.988458157,7.566108704,1.798936963,0.846119404,0.991962612,0.725116551,6.189571381,5.436205387
NCF_229_R2256_imp_ch_flt1-45_flt50_rejectedarte_rch_ICA_prep_rf_int,0.391205519,0.452152163,0.422126353,0.091008283,0.671942472,0.82061255,0.822064579,0.3180691,0.097521283,0.488070428,0.805790722,0.524112105,0.091172777,0.272296935,0.149563998,1.568046451,0.333011448,0.504227161,0.470489353,0.680836856,0.701819181,0.308960408,0.674705744,0.494656891,0.386338413,0.361666411,0.602192581,0.362534404,0.282213032,0.172662705,0.218849555,0.672987163,0.826543987,0.319568664,0.666961253,0.879439831,0.820974946,0.323499054,0.485486805,0.799062669,0.800201595,0.335744262,0.26740995,0.66579324,0.816194773,1.063110232,0.185307458,1.273591757,0.656678855,0.829576015,0.377033532,0.36368534,0.670318961,0.677906275,0.377527982,0.362412006,0.091899663,0.306731939,0.093645848,0.168488353,0.66143018,0.363923132
NCF_230_R2256_imp_ch_flt1-45_flt50_rejectedarte_ICA_prep_rf_int,0.701945305,0.623469472,0.657053232,0.586722016,1.17424798,1.507664442,1.05649817,0.47521773,0.833441377,1.740215659,1.565467715,0.572795689,0.41224134,1.210555911,2.241760969,1.645782709,0.420660675,0.750855327,2.439929247,3.143497705,1.670502305,0.863000512,2.887154102,3.014830589,3.89722085,1.955476642,6.823076248,2.303740025,2.837027788,2.171097279,0.666064501,0.97159189,1.112330317,0.563317776,0.682166815,1.477445006,1.123332977,1.049973726,1.255419135,1.892046452,1.021421313,0.683577359,2.066581249,2.195086718,0.76837492,1.705815315,3.264884949,2.804652214,0.869968772,2.929935455,5.077439308,3.962667465,1.889769912,1.960428715,4.879094124,4.764732361,0.473318875,0.581675947,0.367358714,2.069175005,1.876405954,4.630615711
NCF_231_R2256_imp_ch_flt1-45_flt50_rejectedarte_ICA_prep_rf_int,4.011151791,3.643636703,2.895746946,1.218423128,1.113993287,2.695370674,1.728052974,0.802567959,1.092318535,0.710930824,1.417455077,1.313460588,2.183686018,2.753544807,2.284802198,3.950690269,0.909420013,3.852857113,2.727498293,3.446213007,2.847266912,1.965072513,3.510955811,3.965025425,4.596473694,1.084831238,2.731894016,1.608982563,1.230093122,1.445727348,2.783312082,1.129274249,1.907796621,2.00523138,0.771273375,1.134541273,1.7358253,1.138939261,1.09608674,1.295140862,2.263379335,2.756966114,1.16130507,3.046289682,2.026031733,2.816680908,3.568294048,4.227682114,3.211770296,3.469373703,3.807812691,3.378077745,1.610908866,1.631412029,3.388458729,3.379196644,2.672455072,0.615743577,2.675871849,0.889275134,1.593761444,2.8360219
NCF_232_R2256_imp_ch_flt1-45_flt50_rejectedarte_ICA_prep_rf_int,0.307557017,0.213469952,0.162097171,0.130089879,0.342094541,0.242955059,0.117437489,,0.350239158,0.398728549,0.256015331,0.16432029,0.219703704,0.626922727,0.561077595,0.537522256,0.091057658,0.42415446,0.785148025,0.802375853,0.470073551,0.371745259,0.661107838,1.023800254,0.896765411,0.434852242,1.162862897,0.451699942,0.54850316,0.41850391,0.119962305,0.261867583,0.167436719,0.069309719,0.266014904,0.281446278,0.16582875,0.080814213,0.425425172,0.250155389,0.256096929,0.443529457,0.604731977,0.542103648,0.107574783,0.608323753,0.990703225,0.6810022,0.48592025,0.94515425,0.99545753,0.670636952,0.486235619,0.922783911,0.714722097,0.716831088,0.193740174,0.104979001,0.231322095,0.213140041,0.423792392,0.717895329
NCF_233_R2256_imp_ch_flt1-45_flt50_rejectedarte_rch_ICA_prep_rf_int,3.180891752,3.252177,2.7094419,2.723199844,4.492625713,5.330350876,2.193038702,2.047663212,3.634805441,6.46769619,4.951197147,1.948566556,1.967658162,5.852179527,8.01977253,3.120492697,0.740766346,4.346868038,9.923743248,8.274240494,3.025961637,4.44386816,10.67516518,16.55641937,10.98650742,8.801621437,16.53055191,8.576813698,7.935395241,9.226016045,3.471541882,4.656013489,3.486915112,2.075494528,3.875949621,5.301229954,4.858027935,2.088027,5.630676746,6.020513058,3.975824356,3.462196589,7.117424488,5.937605858,1.401468396,8.20054245,11.38438225,5.608041286,7.709819317,16.37034035,14.28787994,12.44280434,12.25970268,12.37619495,19.3080883,17.76784706,2.879919052,2.006134272,3.354945898,0.730840325,12.13423824,17.81933212
NCF_234_R2256_imp_ch_flt1-45_flt50_rejectedarte_ICA_prep_rf_int,4.693995476,4.268844604,4.596362591,2.967381477,8.945958138,10.35574245,6.065430641,1.944598079,5.08425808,14.30758476,10.64752579,2.820190907,2.341748714,11.6886425,15.60068321,8.504640579,1.210599184,9.67138195,16.78196716,13.25112724,5.965065479,4.614545345,17.4341259,19.04849434,13.28983784,5.012886524,14.09382915,7.467069149,6.020881176,5.356936932,3.597667456,7.28597641,5.147759438,3.363573551,5.726397514,10.9565506,8.611436844,3.050749302,10.73880959,14.43380451,6.620482922,5.988729477,14.66757488,11.02347088,4.270449638,16.68801117,16.39072418,11.92361259,10.81408596,20.21840668,16.01932144,8.082876205,9.616278648,13.97985268,12.02376366,8.031863213,2.129889011,1.221213341,2.434293747,2.232111692,7.098024368,6.623063087
NCF_235_R2256_imp_ch_flt1-45_flt50_rejectedarte_ICA_prep_rf_int,11.95501614,12.84041786,12.73527718,7.435240746,16.63088417,23.45276642,21.59322548,8.919930458,11.81299877,26.5053215,30.05089569,13.94146442,5.122697353,37.00613403,28.4114666,37.14381027,6.129486561,25.15379143,46.53948212,48.01781464,21.761343,36.66389084,37.42272949,53.80784225,47.36696625,35.16530609,61.73261261,38.96223831,22.65804291,45.40356064,7.836149216,17.22179413,19.30376625,12.886199,16.49069977,22.1817112,22.87971878,15.82528019,24.75735283,27.13721275,22.42150497,15.18343735,33.33439255,32.37522888,14.03505802,44.10839081,44.92002487,45.19403458,36.80669403,41.83547592,47.68302536,36.10725403,37.20627213,41.39532089,47.78100586,49.66320419,7.424296856,6.089736462,9.436015129,9.295427322,37.12142563,49.67809296
NCF_236_R2256_imp_ch_flt1-45_flt50_rejectedarte_rch_ICA_prep_rf_int,0.127042636,0.100905776,0.109850816,,0.155033156,0.203470781,0.144815713,0.112735823,,0.221398637,0.186088756,,,0.137759313,0.299586385,0.172843948,,,0.325960279,0.431613773,0.143570796,0.073217817,0.41968143,0.824635684,0.670910597,0.261590123,1.822657824,0.767334282,0.867779553,0.82042104,,,0.101522453,0.127541512,,0.158661544,0.187114567,,0.129566118,0.25681138,0.156642646,,0.238089457,0.260616541,,0.234379366,0.487137467,0.32565403,0.218520239,0.57660526,0.859353125,0.444455773,0.494793445,0.498111516,1.282302022,0.751847565,,0.092120752,,,0.492654592,0.684017658
NCF_238_R2256_imp_ch_flt1-45_flt50_rejectedarte_ICA_prep_rf_int,5.782346249,6.756362438,7.192798138,2.102826595,5.154812336,6.785867691,7.056865692,4.250635147,1.813278794,6.081788063,7.21561861,5.043745995,5.226107121,2.165580034,6.14840889,6.195945263,3.774330139,1.000804782,3.539496899,5.560156345,5.892663956,5.509794712,2.408316851,4.407384872,6.538523197,22.35582352,4.562763214,11.91082859,5.707182407,3.71668148,3.863093376,6.01825428,6.27593565,5.008676052,5.095006466,6.446149349,7.061139584,5.132582664,3.827479601,7.03174305,6.381232262,1.54309845,4.740471363,6.996306419,4.949026585,1.266213655,5.197240353,7.894146919,3.344147921,3.039550781,5.625659943,6.677583694,9.071203232,9.126466751,6.451293945,6.461409569,2.518588781,3.969035864,7.003493786,5.043657303,9.025209427,6.483131886
NCG_301_R2256_imp_ch_flt1-45_flt50_rejectedarte_chr_ICA_prep_rf_int,,0.779455125,0.893842101,0.706020474,0.707579792,1.489639878,1.618916154,0.751644552,0.709626794,1.218646288,1.787147045,0.938860536,1.305608988,,1.412986636,1.489858031,0.432718158,1.2083112,0.676449537,1.17778492,0.627926052,,,0.556000888,0.574118316,0.233241528,0.202472746,,,0.181427181,0.125796333,0.156543091,1.465366721,1.386544585,0.70039326,0.64090246,1.617463708,1.616635561,0.157929882,1.569150925,1.73355782,1.210955501,0.984311938,1.60481286,0.886776984,,1.044350624,1.201991081,,0.206351697,0.611297369,0.394462347,,,0.233018652,0.232516438,1.340337038,0.432813883,1.233772635,0.188793346,,0.222173035
NCG_302_R2256_imp_ch_flt1-45_flt50_rejectedarte_ICA_prep_rf_int,1.657176256,1.767781854,1.352252364,1.007949829,1.016547561,1.544887543,1.33635664,0.989693224,1.016987681,1.570002079,1.697479129,1.195758462,0.622170568,2.739993095,2.443160772,3.228505135,0.870679796,2.802086353,2.812139273,4.360424042,4.823234558,0.816049576,2.843200207,2.881720781,8.383733749,8.366464615,7.645458698,2.046178341,3.479042292,3.495464563,1.218539238,1.022063732,1.605852008,0.991389692,1.011028767,1.364226818,1.421941876,1.336857319,1.332141638,1.623590589,1.541882038,0.904699445,2.756624699,4.361178398,1.972472668,2.81299305,2.901013374,4.368832588,2.82331419,2.846162081,8.304629326,8.353197098,2.849613667,2.850060463,8.361933708,8.346849442,1.003330231,0.866893172,0.818173409,2.007009029,2.710078478,8.34095192
